Meal,Category,Area,Instructions,MealThumb,Source,Ingredients
Thai Chicken Curry in Coconut Milk,Thai,Asian,"Heat the oil in a large skillet over high heat; heat the curry paste in the oil about 30 seconds. Add the chicken and cook another 3 minutes. Stir in the onion, bell pepper, lemon zest, coconut milk, fish sauce, and lemon juice; bring to a boil; cook until the chicken is cooked through, 5 to 7 minutes. Sprinkle cilantro over the dish; stir. Serve hot.; ; ",https://images.media-allrecipes.com/userphotos/560x315/1320983.jpg,https://www.allrecipes.com/recipe/56094/thai-chicken-curry-in-coconut-milk/,"1 tablespoon vegetable oil; 1 teaspoon curry paste; 1 1/4 pounds skinless, boneless chicken breast meat - cut into strips; 1 onion, coarsely chopped; 1 red bell pepper, cut into strips; 1 tablespoon grated lemon zest; 1 cup light coconut milk; 1 tablespoon fish sauce; 1 tablespoon fresh lemon juice; 1/3 cup chopped fresh cilantro; "
Shrimp with Lobster Sauce,Chinese,Asian,"In a medium bowl, dissolve 1 1/2 teaspoons of cornstarch in the sherry. Add shrimp to the bowl, and toss to coat.; Heat oil in a wok or large skillet over medium-high heat. Add shrimp, and fry until pink, 3 to 5 minutes. Remove shrimp to a plate with a slotted spoon, leaving as much oil in the pan as possible. Add garlic to the hot oil, and fry for a few seconds, then add the ground pork. Cook, stirring constantly until pork is no longer pink.; Combine 1 cup water, soy sauce, sugar and salt; stir into the wok with the pork. Bring to a boil, cover, reduce heat to medium, and simmer for about 2 minutes. Mix together the remaining 1 1 /2 tablespoons of cornstarch and 1/4 cup cold water. Pour into the pan with the pork, and also return shrimp to the pan. Return to a simmer, and quickly stir while drizzling in the beaten egg. Serve hot over rice.; ; ",https://images.media-allrecipes.com/userphotos/560x315/878724.jpg,https://www.allrecipes.com/recipe/57716/shrimp-with-lobster-sauce/,"1 1/2 teaspoons cornstarch; 2 teaspoons cooking sherry; 1 pound medium shrimp - peeled and deveined; 4 tablespoons vegetable oil; 2 cloves garlic, minced; 1/4 pound ground pork; 1 cup water; 2 tablespoons soy sauce; 1/4 teaspoon sugar; 1/2 teaspoon salt; 1 1/2 tablespoons cornstarch; 1/4 cup cold water; 1 egg, beaten; "
Dad's Pad Thai,Thai,Asian,"Bring a pot of water to a boil.  Blanch the bean sprouts in boiling water for approximately 30 seconds, remove, and drain well.  When the water returns to a boil, add noodles. Cook for 3 to 5 minutes until tender but firm; drain and rinse under cold water; Beat the eggs with a pinch of salt in a small bowl.  Stir together the lime juice, ketchup, brown sugar, and fish sauce in a separate bowl; set aside.; Heat the oil in a wok or large skillet over medium-high heat. Fry the garlic for a few seconds.  Add the pepper flakes and carrot, and cook for one minute, then remove.  Add the beaten egg, and gently scramble.  When the eggs have set, pour in the carrots, sauce, bean sprouts, noodles, peanuts, and green onion; toss together.; ; ",https://images.media-allrecipes.com/userphotos/560x315/31762.jpg,https://www.allrecipes.com/recipe/68129/dads-pad-thai/,3/4 pound bean sprouts; 6 ounces pad thai rice noodles; 4 eggs; salt; 3 tablespoons lime juice; 3 tablespoons ketchup; 1 tablespoon brown sugar; 1/4 cup fish sauce; 3 tablespoons peanut oil; 1 tablespoon minced garlic; 1 1/2 teaspoons red pepper flakes; 2 cups grated carrots; 2/3 cup chopped peanuts; 1 cup green onions cut into 1-inch pieces; 
Quinoa with Asian Flavors,Grains,Asian,"Heat olive oil in a saucepan over medium heat. Stir in quinoa and allow to toast for 2 to 3 minutes, then add chicken broth, soy sauce, ginger and garlic. Increase heat and bring to a boil. Cover and reduce heat to low. Simmer  until all liquid has been absorbed, 25 to 30 minutes. Fluff quinoa with fork and top with green onions before serving.; ; ",https://images.media-allrecipes.com/userphotos/560x315/3773309.jpg,https://www.allrecipes.com/recipe/199598/quinoa-with-asian-flavors/,"1 tablespoon extra-virgin olive oil; 1 cup quinoa; 2 cups chicken broth; 2 tablespoons soy sauce; 1 tablespoon minced fresh ginger root; 1 clove garlic, minced; 2 green onions, chopped; "
Dad's Asian Slaw,No Mayo,Asian,"Crush the ramen noodles in a  bowl, and stir in the beef seasoning packet, sunflower seeds, almonds, green onions, oil and vinegar dressing, and sugar, mixing until the sugar is dissolved.; Place the coleslaw mix into a large salad bowl, pour the dressing mixture over, and toss lightly to combine well. Refrigerate at least 1 hour before serving.; ; ",https://images.media-allrecipes.com/userphotos/560x315/858842.jpg,https://www.allrecipes.com/recipe/206503/dads-asian-slaw/,"1 (3 ounce) package beef flavor ramen noodles with seasoning packet; 1 (3 ounce) package roasted sunflower seed kernels; 1 (3 ounce) package sliced almonds; 1 bunch green onions, chopped; 1 cup bottled oil and vinegar salad dressing (such as Newman's Own®); 1/2 cup white sugar; 1 (16 ounce) package coleslaw mix; "
"Orange, Honey and Soy Chicken",Asian,Asian,"Combine chicken, orange juice, soy sauce, honey, garlic paste, ginger paste, and black pepper in a large nonstick skillet over medium-high heat. Cook and stir until the sauce reduces to a sticky glaze and the chicken is cooked through, about 20 minutes.; ; ",https://images.media-allrecipes.com/userphotos/560x315/2122115.jpg,https://www.allrecipes.com/recipe/230660/orange-honey-and-soy-chicken/,"2 skinless, boneless chicken breast halves, diced; 2 oranges, juiced; 1/4 cup soy sauce; 1/4 cup honey; 1 tablespoon garlic paste; 1 tablespoon ginger paste; ground black pepper to taste; "
Chicken Vicious,Chinese,Asian,"Heat oil in a large heavy skillet over high heat. Add chicken pieces, and fry, stirring, until browned. Pour in the vinegar, soy sauce, and sugar; stirring to dissolve sugar. Season with red pepper flakes, garlic powder, onion powder, and ginger. Reduce heat to low, cover, and simmer for 15 minutes. Taste the sauce at this point and adjust seasoning to taste. The sauce should be very sweet. If it is too tart, add more sugar; if it is too sweet, add more vinegar.; Once the sauce is to your liking, add the mushrooms, peas, and green onions. Simmer gently over low heat for another 5 minutes, until the mushrooms shrink a bit. Stir together the cornstarch and water, and stir it into the sauce. Continue to simmer until it reaches the desired thickness.; ; ",https://images.media-allrecipes.com/userphotos/560x315/8895.jpg,https://www.allrecipes.com/recipe/51039/chicken-vicious/,"2 teaspoons vegetable oil; 4 skinless, boneless chicken breast halves - cut into 1 inch pieces; 1 1/2 cups distilled white vinegar; 1 cup white sugar; 1/2 cup soy sauce; 1 tablespoon red pepper flakes, or to taste; 2 tablespoons garlic powder, or to taste; 1 tablespoon onion powder, or to taste; 1/2 teaspoon ground ginger; 1 (8 ounce) package button mushrooms, sliced; 1 cup frozen green peas; 3 green onions, chopped; 3 teaspoons cornstarch; 2 tablespoons cold water; "
Japanese Shrimp Sauce I,Sauces,Asian,"In a small bowl, combine mayonnaise, white sugar, rice vinegar, melted butter, paprika and garlic powder. Mix well, cover and refrigerate.; ; ",https://images.media-allrecipes.com/userphotos/560x315/700264.jpg,https://www.allrecipes.com/recipe/38849/japanese-shrimp-sauce-i/,1 cup mayonnaise; 3 tablespoons white sugar; 3 tablespoons rice vinegar; 2 tablespoons melted butter; 3/4 teaspoon paprika; 3/8 teaspoon garlic powder; 
Fried Rice II,Fried Rice,Asian,"In a saucepan bring  4 cups of water to a boil. Add chicken bouillon and rice, and stir. Cover, remove from heat and let stand 5 minutes, or until liquid is absorbed.  Refrigerate overnight.; To the rice add snow peas, onions and bean sprouts.; In a small skillet over medium heat, scramble the eggs; add to rice mixture.; Heat oil in a large skillet or wok over medium heat.  Fry the rice mixture with soy sauce until liquid evaporates; be careful not to fry until crisp.; ; ",https://images.media-allrecipes.com/userphotos/560x315/1130279.jpg,https://www.allrecipes.com/recipe/23103/fried-rice-ii/,"2 cups uncooked instant rice; 2 cubes chicken bouillon; 1 cup snow peas; 1 cup chopped onions; 1 cup bean sprouts; 3 eggs, beaten; 2 tablespoons vegetable oil; 2 teaspoons soy sauce, or to taste; "
Crabby Cream Cheese Wontons,Crab,Asian,"Heat oil in a large, heavy saucepan to 375 degrees F (190 degrees C).; In a medium bowl, mix together cream cheese, imitation crabmeat, soy sauce, sesame oil, garlic, Worcestershire sauce and green onions.; Place approximately 1 teaspoon of the cream cheese mixture in the center of each wonton wrapper.; Place egg whites in a small bowl. Using the fingers, spread egg white over two edges of the wonton wrappers. Fold into triangles and press to seal edges.; In small batches, deep fry the wontons until golden brown, 2 to 4 minutes. Drain on paper towels and serve warm.; ; ",https://images.media-allrecipes.com/userphotos/560x315/5440.jpg,https://www.allrecipes.com/recipe/24900/crabby-cream-cheese-wontons/,"1 quart oil for deep frying; 2 (8 ounce) packages cream cheese, softened; 1 (12 ounce) package imitation crabmeat; 2 tablespoons soy sauce; 2 teaspoons sesame oil; 1 tablespoon minced garlic; 3 tablespoons Worcestershire sauce; 1 bunch green onions, finely chopped; 1 (14 ounce) package wonton wrappers; 2 egg whites; "
Navratan Korma,Indian,Asian,"Heat 1 tablespoon oil in a large skillet over medium heat. Place mixed nuts in the skillet, cook and stir until golden brown, and set aside. Stir onion into the skillet, and cook until tender. Mix in garlic paste and ginger paste, and cook 1 minute. Stir in tomato sauce, cayenne pepper, turmeric, coriander, and garam masala. Pour in water, and mix in raisins, carrots, green bell pepper, beans, peas, and potatoes. Bring to a boil. Reduce heat to low, and simmer 20 minutes, until potatoes are tender.; Heat remaining oil in a separate skillet over medium-high heat, and cook the paneer on both sides, until golden brown. Drain on paper towels. Place in a bowl with enough hot water to cover for about 2 minutes to soften, then stir into the skillet with the vegetables.; Stir milk and cream into the skillet with the vegetables and paneer. Bring to a boil, and continue cooking 2 to 3 minutes. Season with salt to taste.; ; ",https://images.media-allrecipes.com/userphotos/560x315/1033573.jpg,https://www.allrecipes.com/recipe/86602/navratan-korma/,"3 tablespoons vegetable oil, divided; 1/3 cup mixed nuts (cashews, pistachios, almonds); 1 medium onion, grated; 1/2 teaspoon garlic paste; 1/2 teaspoon ginger paste; 1 (8 ounce) can tomato sauce; 1 teaspoon cayenne pepper; 1/2 teaspoon ground turmeric; 2 teaspoons ground coriander; 1 teaspoon garam masala; 1 cup water; 1/4 cup raisins; 1/2 cup chopped carrots; 1/2 cup chopped green bell pepper; 1/2 cup chopped fresh green beans; 1/2 cup green peas; 1 cup chopped potatoes; 4 ounces paneer, cubed; 1/4 cup milk; 1/4 cup heavy cream; salt to taste; "
Aloo Matar,Indian,Asian,"Heat the oil in a wok over medium heat. Stir in the onions, ginger garlic paste, and bay leaf. Cook until the onions are tender. Mix in the potatoes and peas. Cover and cook until the potatoes are tender, about 15 minutes. Remove the bay leaf.; Stir the tomato puree, garam masala, paprika, sugar, and salt into the vegetable mixture. Continue cooking about 10 minutes. Mix in the cilantro and continue cooking about 2 minutes.; ; ",https://images.media-allrecipes.com/userphotos/250x250/139146.jpg,https://www.allrecipes.com/recipe/52232/aloo-matar/,"1/4 cup vegetable oil; 2 medium onions, finely chopped; 1 tablespoon ginger garlic paste; 1 bay leaf; 4 large potatoes, peeled and chopped; 1 cup frozen peas; 1/2 cup tomato puree; 1 1/2 teaspoons garam masala; 1 1/2 teaspoons paprika; 1 teaspoon white sugar; 1 teaspoon salt; 2 tablespoons chopped cilantro; "
Chinese Style Sesame Sauce,Sauces,Asian,"In a saucepan, mix together sugar and cornstarch. Stir in chicken broth, water, vinegar, soy sauce, sesame oil, chile paste, and garlic. Bring to a boil over medium heat, stirring constantly. Reduce heat, and simmer 5 minutes.; ; ",https://images.media-allrecipes.com/userphotos/560x315/5287329.jpg,https://www.allrecipes.com/recipe/46908/chinese-style-sesame-sauce/,"1 cup white sugar; 1/4 cup cornstarch; 1 cup chicken broth; 1/2 cup water; 1/8 cup white vinegar; 2 tablespoons dark soy sauce; 2 tablespoons sesame oil; 1 teaspoon chile paste; 1 clove garlic, minced; "
Slow Cooker Red Curry Beef Pot Roast,Asian,Asian,"Generously season beef chuck roast with salt and pepper.; Heat a large skillet over high heat; add vegetable oil. When oil is hot, brown roast on all sides, about 2 minutes per side. Remove pan from heat.; Spread chopped onions in slow cooker; place browned roast on top of onions.; Spoon red chili paste into the hot skillet. Add cumin and coriander. Rub mixture into hot oil with the back of a spoon to blend. Place skillet over medium heat.; Pour in chicken stock. Return heat to high. Stir in coconut milk. Add diced tomatoes with green chiles, fish sauce, brown sugar, minced garlic, tomato paste, and sliced ginger; stir in lime juice. Bring to a boil.; Pour mixture over pot roast; add bay leaves. Stir to distribute ingredients in the slow cooker.; Cover slow cooker and set to Low. Cook until fork tender, 7 to 8 hours.; Remove meat from the broth. If desired, skim some fat from the surface of the broth.; Place potatoes and bok choy into the broth; stir. Cover and turn heat to high. Cook until potatoes are tender, about 12 minutes.; Blend cornstarch and water in a small dish until dissolved. Stir into broth mixture.; Cut meat into large chunks and add to the slow cooker; stir. Cover slow cooker and cook on high until meat is heated through and broth is slightly thickened, about 12 minutes.; Ladle into serving bowls and garnish with chopped peanuts and cilantro.; ; ",https://images.media-allrecipes.com/userphotos/560x315/1129830.jpg,https://www.allrecipes.com/recipe/232359/slow-cooker-red-curry-beef-pot-roast/,"1 (2 1/2 pound) boneless beef chuck roast; salt and ground black pepper to taste; 2 teaspoons vegetable oil; 1 onion, chopped; 1 teaspoon red curry paste, or to taste; 2 teaspoons ground cumin; 1 teaspoon ground coriander; 2 cups chicken broth; 1 (14 ounce) can coconut milk; 1 (10 ounce) can diced tomatoes and green chiles; 3 tablespoons Asian fish sauce, or to taste; 1/4 cup brown sugar; 4 cloves garlic, minced; 1 tablespoon tomato paste; 1 (3 inch) piece fresh ginger root, peeled and sliced; 1 lime, juiced; 2 bay leaves; 1 1/2 pounds small potatoes, halved; 4 small heads baby bok choy, sliced in 2-inch sections, green leaves intact; 1 1/2 teaspoons cornstarch; 1 tablespoon water; For garnish:; 1/4 cup chopped roasted peanuts, or to taste; 1/4 cup chopped fresh cilantro, or to taste; "
